Nombre de valeurs, 10, 100, 1000, 10000, 100000, 1000000
Tri rapide [ms], 0.003500, 0.014600, 0.180200, 2.151800, 28.405400, 470.502900
Tri par base 1 [ms], 0.029900, 0.179000, 1.502000, 11.845900, 127.068600, 1181.003500
Tri par base 2 [ms], 0.014300, 0.069000, 0.873800, 5.972100, 61.327200, 611.793300
Tri par base 4 [ms], 0.009800, 0.035100, 0.445900, 2.994000, 31.590100, 309.096100
Tri par base 8 [ms], 0.018500, 0.025800, 0.212900, 1.557900, 14.127900, 161.433600
Tri par base 16 [ms], 1.185700, 0.996200, 1.328500, 2.496200, 9.680000, 73.938800
